"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PLAUR",1.90056273301921,2.12852891431324,16.1363789110461,2.82905601158243e-45,3.85206022461952e-45,91.6451885765298
"KMO",3.39147326347476,3.5946874502855,16.1599808729377,2.24851418649104e-45,3.06319665792081e-45,91.6006066243196
"BTBD19",1.660968751633,1.83060969742118,16.1225205973655,3.2373971370908e-45,4.40575045786422e-45,91.5488641712417
"SCML2",1.75040824424921,1.34989894418251,16.1232183433635,3.2154967977451e-45,4.37640504216261e-45,91.5425550159754
"CCDC68",2.27449904584793,2.56432425235027,16.1302033509805,3.00424852631142e-45,4.0893172215917e-45,91.5226556672385
"ANKS6",2.85476835502747,2.65433751303412,16.1315536712766,2.96503863948144e-45,4.03636863846389e-45,91.4314525516872
"BMP4",2.42174219224715,2.24904417950043,16.1219825956249,3.25438520663321e-45,4.42840535190124e-45,91.4183626787333
"FAM107A",2.16588100820469,2.32641696701757,16.1155876970601,3.46326191794689e-45,4.71214065252763e-45,91.3994683528763
"CPB1",-3.76113361433325,-3.55819743183966,-16.0523285676907,6.40650687899627e-45,8.71309088255572e-45,91.3844855790237
"SLC22A10",3.69718183399917,3.62784517673933,16.1338492046396,2.89955160469613e-45,3.94763357691463e-45,91.2927805697536
"SPINK1",6.48361915664008,5.06326601622078,16.0902309666015,4.43188719228467e-45,6.02942792438729e-45,90.7530126168562
"PRF1",2.00422402553994,2.17004923963716,16.0437400553911,6.96423725806206e-45,9.46964184592733e-45,90.7294819519966
"ZNF165",1.77654288389741,1.57213845047293,16.0387707736299,7.30881919297003e-45,9.9371477030048e-45,90.7185647421043
"TMEM132A",2.45897418197238,2.61564654364065,16.0437734417661,6.96197791508546e-45,9.46756096159318e-45,90.6518447268387
"SELL",1.83610888134668,1.89295016463259,16.0298339330024,7.97192747729111e-45,1.08364477860142e-44,90.6224165195887
"LMOD1",2.23621151972837,2.11419833957696,16.034084382476,7.64937063608817e-45,1.03990763583039e-44,90.5969568487536
"CAMK1G",-3.21276125512501,-2.98460599104455,-15.9642143988152,1.50788262137481e-44,2.04841753177768e-44,90.5224615481082
"C12orf56",-4.7349255528769,-4.45745850910103,-15.9609209690869,1.55687665040635e-44,2.11475337923097e-44,90.5007353322274
"EYA4",-4.55244823582135,-4.2465698361584,-15.9590164463604,1.58593109316771e-44,2.15399363176836e-44,90.4851273087951
"KRBA1",1.82586207401597,1.76814374365976,15.992295205785,1.1479997746312e-44,1.56001601686045e-44,90.2601113901568
"SLIT3",2.13156949617102,2.03135889749679,15.9958984291273,1.10851813931047e-44,1.50652208824037e-44,90.2435285207428
"MNX1",-4.49024279136592,-4.50421879734479,-15.9300375221216,2.10109157459487e-44,2.85248549856403e-44,90.2068715269323
"PAGE2B",-4.46802102044575,-4.66094068555819,-15.9264674831367,2.17516058182797e-44,2.95273444927353e-44,90.1727088566206
"SHROOM2",2.61370872974785,2.79036513196623,15.989159000768,1.18350548798572e-44,1.6080964398902e-44,90.0941924535503
"NCS1",2.16794483645621,2.28364717513033,15.9474438845727,1.77449146165946e-44,2.4098421638159e-44,89.7686810333737
"ENO3",3.17089402950489,3.87232169874659,15.9656730061165,1.48667885875292e-44,2.01982407559621e-44,89.7608431119096
"KCNC2",-4.12665997916809,-4.51790090603433,-15.8697357021088,3.77137826408057e-44,5.11582301186697e-44,89.6276990306647
"SOX2",-4.37895228376907,-4.21617623342511,-15.8680208825527,3.83461521672994e-44,5.19997366812903e-44,89.6110035924191
"CRIP3",2.20879313586702,1.56860334774297,15.9138084357869,2.45945417822831e-44,3.33830804898108e-44,89.4364396644633
"PARD6A",1.83085245803271,1.91855767365074,15.9045617024668,2.69029880283606e-44,3.65126037751404e-44,89.4098586810993
"ADAMTS13",2.45654705123132,3.02165070511328,15.9029657383771,2.73227717304329e-44,3.70784573106721e-44,89.2882847393568
"GSTA2",5.33809806137403,5.31157004855097,15.9393801212791,1.91896135411618e-44,2.6054941041199e-44,89.2485093230538
"SEMA4F",2.11613746979398,1.73196434128263,15.8856762522408,3.23117973591128e-44,4.38442495353461e-44,89.179925526688
"SPAG4",2.1072536994085,2.17847678421592,15.8815858654357,3.36194417057532e-44,4.56090765102494e-44,89.1408994664041
"CLIP4",2.60670002145934,2.47101972400733,15.8821258009827,3.34438489345622e-44,4.53756023937693e-44,89.0589746986396
"IBSP",-4.31341854934144,-4.20571329912757,-15.8026201279204,7.22809713478774e-44,9.79560654173937e-44,88.9824277207945
"PPM1H",2.63313714080155,2.88715167982896,15.8681489198885,3.82985725599498e-44,5.19406392894807e-44,88.9183261577445
"ARHGAP24",1.79896673093268,2.08902721331433,15.8427997879738,4.89685882852699e-44,6.63905476626788e-44,88.8169054781209
"ATP6V1E2",1.51600316647958,1.42905785758391,15.8165010309882,6.31848500035967e-44,8.56557042794061e-44,88.6075391972887
"GRIK2",-3.9402178438609,-3.71416125205437,-15.7356614988054,1.38239449789915e-43,1.87168029026441e-43,88.3371514554913
"TESC",3.14218081775419,2.81034842626203,15.8162321458783,6.33496959246081e-44,8.58702119792177e-44,88.3179802403428
"TREX2",-2.24605889057032,-2.13256520185879,-15.7355338740074,1.38410329156565e-43,1.87379854556063e-43,88.2741234627971
"MDGA2",-4.55339884138598,-4.46429478458549,-15.7162105093779,1.66873921950789e-43,2.2584322888442e-43,88.1514607586182
"OPN3",1.78784633489416,1.60933166577225,15.7505149604048,1.19725058126657e-43,1.62202099926026e-43,87.9264871553661
"THEM5",1.67295624307654,1.07987464912593,15.7458622774308,1.25241207664485e-43,1.69622230048875e-43,87.9003478490504
"PHLDA2",2.38390964413903,2.02095114312131,15.755311374416,1.14292370224303e-43,1.54858112895463e-43,87.87214163837
"GOLGA8A",2.27731347631505,1.94655718629234,15.7478421055741,1.22863595090795e-43,1.6641943152317e-43,87.8187900111183
"NUF2",2.47622304972691,1.65338467590777,15.7453848651056,1.25821382957056e-43,1.70390229453941e-43,87.7610416081511
"KRT6A",-4.60237174723528,-4.71930312663847,-15.6738615482827,2.51369796791274e-43,3.40020784389988e-43,87.7448247644954
"KCNH6",-4.24233202075967,-4.15437861111114,-15.67171087922,2.56652840756874e-43,3.47130852208865e-43,87.725342105215
"GPR153",2.13474678194881,2.499654361611,15.7144643753728,1.69717548701985e-43,2.29667792538573e-43,87.520790691416
"SLC4A4",3.39401288208019,4.16729278183229,15.7385159394144,1.34472149602826e-43,1.82086310800949e-43,87.516719326913
"SASH3",1.626222281972,1.68244650489654,15.6919530790926,2.11016486750871e-43,2.85495480095172e-43,87.3870622247991
"PFKFB1",3.40924445044827,3.41628939079854,15.7251053441312,1.53110299076891e-43,2.07259063384571e-43,87.386422631208
"HERC5",2.49026368296654,2.83111903582382,15.7024196809472,1.90695631364424e-43,2.58029189886412e-43,87.3431942319128
"SPOCK3",-5.18312683642703,-4.16659697989991,-15.6022331933125,5.02353303737342e-43,6.79094655525853e-43,87.0484974942305
"LRP12",1.79109933240169,1.67004004482005,15.6503369455993,3.15575558903366e-43,4.26781191656567e-43,86.9591699064179
"TYRP1",-3.88746787960999,-3.89694887674432,-15.5709360207288,6.796693787327e-43,9.18221806054466e-43,86.7556819301251
"SLC26A9",-3.50173137215613,-3.72897330726194,-15.5551343887204,7.91700994186487e-43,1.06912975059789e-42,86.5958160235218
"FEZ1",1.76443198897891,1.92180904940172,15.6069346725839,4.80044936254283e-43,6.49005162100184e-43,86.5448356930396
"MEX3A",1.97933980638444,1.92630363216503,15.6100845496001,4.65655015644644e-43,6.29616000851327e-43,86.5406748436807
"LPA",3.77175650035152,3.96263895816223,15.6439084843244,3.35809972044135e-43,4.54098720005954e-43,86.5351372206403
"CR2",-3.73288179194382,-4.05866634147786,-15.5457762922411,8.66556212989418e-43,1.169729294054e-42,86.511753136904
"CDH24",1.56371046264677,1.37834591393272,15.5986192284764,5.20202601536823e-43,7.03150623039001e-43,86.4970774731399
"MUC12",-3.47141849419395,-3.59273889013328,-15.5448562275296,8.74286938682164e-43,1.18004203623626e-42,86.4964046091811
"NMB",1.70374296039632,1.43861174154214,15.5938155394345,5.44911938558068e-43,7.36473238219756e-43,86.4289482294837
"TDRD9",-3.26164636835109,-2.88751290346688,-15.5341529275212,9.6944309276845e-43,1.30806830605547e-42,86.3873658599366
"TACR1",-3.18771759276315,-3.06913034369357,-15.5239377713158,1.06988655933554e-42,1.44314673307963e-42,86.2867065093667
"CRYAB",2.61580937486836,2.61978135149571,15.586286504559,5.86018666387016e-43,7.91948430839561e-43,86.1992385390284
"TNIK",2.4050871273543,2.40215187083352,15.5666346780044,7.08494891464495e-43,9.56865968744737e-43,86.0480287377471
"STEAP1",3.22969978412354,3.10599958572609,15.5787440030179,6.30303338567041e-43,8.51706321711597e-43,86.0080268688837
"NPNT",2.73197637510206,2.81781255518954,15.5677769390264,7.00723054850771e-43,9.4656649816382e-43,86.0006135314925
"DDX53",-4.50323722312674,-4.52263644852074,-15.4913592280793,1.46501737105993e-42,1.97510439094315e-42,85.9976241643296
"CD200",1.66172633881404,1.27403663256165,15.5473917574493,8.53147238188117e-43,1.15186850840514e-42,85.9879059076784
"ANKRD24",2.06205583350232,2.35271899198903,15.5481014898858,8.47321883979322e-43,1.14412240665829e-42,85.9298561471738
"DUSP9",3.1862853051327,2.56669199629345,15.5670328615512,7.05775964458226e-43,9.53293026564637e-43,85.9046666893843
"TPPP",2.53080900019608,2.53470078677128,15.5434141093624,8.86542939528267e-43,1.1963355315517e-42,85.8022735505974
"CACHD1",1.97862852712847,2.01330669917821,15.5312417771529,9.97067735761563e-43,1.34506270742032e-42,85.7809837717221
"DCAF8L2",-4.44513465821097,-4.58599429223418,-15.4378540059114,2.45406684229847e-42,3.30645980713043e-42,85.4861291015727
"HLA-DRB6",2.91524136863521,2.98115940163432,15.5166877898384,1.14741650309656e-42,1.54756445380777e-42,85.4732390005539
"KLHDC9",2.08134130629349,2.22594891710309,15.4977380763174,1.377591446075e-42,1.85743148984385e-42,85.4414869324304
"KCNE3",1.54750324890986,1.60589105480282,15.4861314394842,1.54078193048217e-42,2.077032897153e-42,85.4162645432624
"EIF5A2",2.42474853301177,2.0468172723882,15.5010752359877,1.33394940639886e-42,1.79896167610613e-42,85.4130845928649
"KIF23",2.26791923760379,1.77149613205458,15.4979693849149,1.37452103090759e-42,1.85348402329944e-42,85.4118886804146
"DEFB1",4.89197474319064,4.91682303377872,15.531427198262,9.95285025322255e-43,1.34279728068358e-42,85.3191179813137
"PDE2A",2.35131290104326,2.76377425682459,15.4783440324649,1.66095643266794e-42,2.23880033119445e-42,85.2079277739672
"HMCN1",2.5357001788455,2.58149673207253,15.46671447055,1.85806461764351e-42,2.50396235232295e-42,85.0620649030826
"SULF1",2.86461635646081,2.86230420226484,15.4594848416452,1.99219996001984e-42,2.68444707208733e-42,84.9312252879574
"CRISP3",-4.60458538627595,-4.34258183170158,-15.3736131870038,4.55661045644244e-42,6.13611571939215e-42,84.8722273677918
"CYP2A6",5.76057950552498,6.76324195921921,15.473504039451,1.74031683961807e-42,2.34552664965959e-42,84.755000305474
"PROCR",1.53538867632644,1.55929849912569,15.3935147679821,3.76193109995123e-42,5.06701920712162e-42,84.5274470920906
"SHBG",3.61059629589371,3.5554971568958,15.4220968600542,2.85648510039784e-42,3.84825435672892e-42,84.4273318821798
"TTC39A",2.62139628024672,2.05180499923351,15.3967199688808,3.64757190250062e-42,4.91349614124837e-42,84.3733879250884
"GLIS3",2.35994422706618,2.60272219202775,15.3795161046318,4.30484772638627e-42,5.79768302629664e-42,84.2554987351902
"OIT3",3.04148054233437,3.50094005224791,15.3648568030467,4.95740176164694e-42,6.67514532695788e-42,83.9884353296131
"PDE9A",2.51636414969808,2.40268155361127,15.3441641200071,6.04998813307958e-42,8.14546919804111e-42,83.8889493933587
"NINJ2",2.0971316692696,2.05817556118215,15.3347538119993,6.62342460609117e-42,8.91659742503431e-42,83.8717994356955
"RARRES1",2.24250331116186,2.14272644666909,15.3322835529891,6.7827447513381e-42,9.12823897260393e-42,83.822097634196
"KCNT2",2.38976918450688,2.35214358990088,15.3333072439325,6.71626242970123e-42,9.04064056535343e-42,83.8064970539404
"SDCBP2",2.49382031858607,2.41213476735284,15.3325252263735,6.76699057276613e-42,9.10798078231047e-42,83.7797330692977
"RUNX3",1.68408815197826,1.78768767454116,15.3122970104917,8.2207552313719e-42,1.10612254651706e-41,83.7245085388414
"GRAMD1B",2.55653609436529,1.95122639912557,15.3144914070781,8.04904856409939e-42,1.08313121647455e-41,83.5959637246812
"MELK",2.47724102549928,1.85968897304836,15.3095831765521,8.43817278758035e-42,1.13525898676376e-41,83.564576596556
"QRICH2",1.60688223102363,1.66148102849224,15.275966274062,1.16583784520651e-41,1.56785089527772e-41,83.3891444456389
"IGF2BP2",3.2184849469848,2.75157342858232,15.3035303226447,8.94399778979376e-42,1.20318727259221e-41,83.364300939358
"BHLHA15",2.37765720361225,2.04013878416759,15.2801470084911,1.11990921075975e-41,1.50624077466207e-41,83.298862131559
"LRRN4",-3.85967688497424,-3.35442834949959,-15.1946403504086,2.54656180129869e-41,3.42185184826343e-41,83.1585794734528
"RIMS2",-3.54774106504614,-3.82020264599024,-15.1815265708979,2.88819591747534e-41,3.88050903995988e-41,83.0251887948818
"FBLN2",3.05569735362699,3.20390508445438,15.2533768223813,1.44854826360556e-41,1.94764430059482e-41,82.9149288646013
"E2F5",1.56102957877511,1.57547516805291,15.2165444863055,2.06351577985269e-41,2.77421112142307e-41,82.8261833598812
"CD7",2.16745734714032,2.27776511722248,15.2146147852237,2.10211517966951e-41,2.82581201101004e-41,82.7077089264986
"MAPK8IP1",1.95257563252205,2.37030223752671,15.2102831929213,2.19140425129699e-41,2.94553581159118e-41,82.7025210344821
"BTNL3",-4.1288577473212,-4.50192550677423,-15.1426727910681,4.19316163110558e-41,5.62916995070996e-41,82.6684487384873
"CYP21A2",2.1465140905555,1.65553628932742,15.2101396340731,2.19442744435944e-41,2.94929413431606e-41,82.6674862221172
"ADCY8",-4.60160013639701,-4.42585228603325,-15.1250860071874,4.96359511813791e-41,6.66069537086764e-41,82.5046358906285
"CLEC2L",-4.23037594313364,-4.50895339406809,-15.1252011543027,4.9581172564586e-41,6.65403211838667e-41,82.5035345635856
"CPA6",-3.54592087275153,-4.37881959087462,-15.1187775811444,5.27312119434393e-41,7.07458935443643e-41,82.4275451801552
"PROZ",3.33627217609978,3.65326117341573,15.2054086293606,2.29642125257111e-41,3.08605368451376e-41,82.3989786441369
"IL2RG",2.11926178616122,1.9091926820128,15.1735225120086,3.11882077013403e-41,4.1899374513014e-41,82.322483587648
"SOCS1",1.95306563337907,1.82734379546626,15.1696811538883,3.23594400177289e-41,4.34638584662576e-41,82.3132520018935
"FIBCD1",-3.44153475739626,-4.10705936473637,-15.0986022568094,6.39836522752748e-41,8.57893549555022e-41,82.231801484406
"CALY",-3.23738513860362,-3.82209302571832,-15.0979683508849,6.43736109545458e-41,8.63033018960139e-41,82.2180645045608
"SRGAP1",1.71422956459151,1.78884440762944,15.1472863269048,4.01163247368545e-41,5.38658715216635e-41,82.1383668779852
"PAGE1",-4.37716239413418,-4.74776998751904,-15.0843174579869,7.33714959048527e-41,9.83562775925188e-41,82.1162385923267
"CHST8",-3.65013044587347,-3.87850201808494,-15.0830425630912,7.42733876007892e-41,9.95550092652956e-41,82.0903386950647
"CCR1",1.83072329602131,2.00502714200316,15.1440797654687,4.13694893362451e-41,5.55428055422118e-41,82.0889522771911
"CACNA1H",3.49031507065586,3.33760183673558,15.1713816093803,3.18356494266517e-41,4.27647475283332e-41,82.0425517118445
"CUX2",3.85199986642475,4.12331939431603,15.1651426551952,3.37999384326638e-41,4.53939814296799e-41,81.9194846858378
"GDPD1",1.55518091943551,1.42447289830122,15.1143334155593,5.50267395759422e-41,7.38180215755358e-41,81.8496892117748
"LIFR",2.90096716788207,3.45851499771365,15.1365418251085,4.44714761359441e-41,5.96952000596905e-41,81.8262746478301
"SLC2A1",2.20743573211889,2.38260609921495,15.1128628199082,5.58080963814984e-41,7.48584742518612e-41,81.7261156412609
"SLC22A1",4.95434262886812,5.68390109714382,15.1502043756898,3.90088801294844e-41,5.23842752809031e-41,81.6549927829761
"TANC2",1.91338016422766,1.9108018025153,15.0995286465835,6.34180041160959e-41,8.50397129019864e-41,81.6488276224428
"TLR2",2.04286564323532,2.16139287794875,15.0803545799566,7.62113590446051e-41,1.02142096998172e-40,81.4437456933207
"CD300A",1.72508096479417,2.01046476828348,15.0722050282446,8.24009548906738e-41,1.10426292556514e-40,81.4191467573216
"LECT2",4.52328102124749,4.40825470599687,15.119467075378,5.23837390013461e-41,7.02869736967127e-41,81.3921775731189
"NRG3",-4.19196812099337,-3.18026443676859,-14.9983474108309,1.67131291644752e-40,2.23812547390223e-40,81.2975944723404
"ZDHHC1",1.73091497038724,1.87934502038882,15.0362190260303,1.16311698185748e-40,1.55822160546555e-40,81.0743168551679
"KIAA0319",-2.49180391230121,-2.40778583322215,-14.9709814250245,2.17147578426818e-40,2.90761480671109e-40,80.9713887663688
"CECR7",-4.06824329603753,-4.20603523861371,-14.9592373474628,2.42958023918879e-40,3.25187659139903e-40,80.9243929614012
"ZSCAN18",2.22270744198748,2.32277477202718,15.0199869857683,1.35866860828661e-40,1.82001332808851e-40,80.836953041633
"IGDCC3",-4.44852752931461,-4.16775797177689,-14.9440879335114,2.80825035414596e-40,3.75715950852926e-40,80.7858133377853
"CACNA1D",2.06993606348253,2.00351462038682,15.0063725545615,1.54776655253677e-40,2.07289308216923e-40,80.7325123382481
"CSAG3",-4.49674789729765,-4.43200522113091,-14.9263634559559,3.32668224080572e-40,4.44939467161111e-40,80.6181572001069
"SLC7A14",-3.52043336735614,-3.83412888849617,-14.8983428580945,4.34789685796891e-40,5.8134599500095e-40,80.3317206025742
"DNAJC6",2.06261906157058,1.5165902636934,14.9637958580098,2.32594664055095e-40,3.11413082689023e-40,80.3277289124516
"THSD7A",1.81986686105494,1.7417585323993,14.9498775497321,2.65703771198758e-40,3.55521829441404e-40,80.2356756440319
"TMEM130",-3.22922126097968,-3.10135739457583,-14.8827635944179,5.04542913706348e-40,6.74472343829577e-40,80.1724242256682
